,college,program_name,course_title,program_category,course_description,city,state,zip_code,country,residential,application,transcript,letter_of_recommendation,counselor_report,test_scores,toefl_or_english_exam,app_fee,app_date,enrollment_fee,fees,credit_offerred,tuition,start_date,end_date,eligibility_requirements,grades,link
10,Northwestern University,Center for Talent Development,AP® Physics C: Mechanics,Science,"This is an online, 1 credit equivalent, flexibly paced Advanced Placement course. Students can expect 5-8 hours of independent coursework per week.This course prepares students for the AP® Physics C: Mechanics exam. This one credit course provides a detailed study of classical mechanics including Newton’s Laws of motion, energy, linear and angular momentum, motion, and rotation, solving a variety of challenging problems, and is designed for students with prior Physics experience and an interest in majoring in a technical science in college.",Remote,Remote,,United States,No,Yes,Yes,Yes,No,No,Yes,0,09/01/2023,0,,Yes,$795,09/06/2023,01/11/2024,"
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1140"
11,Northwestern University,Center for Talent Development,AP® Physics I: Algebra Based,Science,"This is a 2 credit equivalent, flexibly paced, asynchronous Advanced Placement course within the Online Advanced Placement (AP®) Program. Students can expect 6-8 hours of coursework per week and have 30-34 weeks to complete the course depending on start date.This college-level algebra-based physics course explores topics in dynamics, motion, and simple circuits through complex problem-solving, lab investigations and learning projects and using the visualization of physical principles and practical applications. This course prepares students to take the AP® Physics I: Algebra-Based exam and is best-suited for students interested in advanced Physics courses without experience with Calculus.",Remote,Remote,,United States,No,Yes,Yes,Yes,No,No,Yes,0,09/01/2023,0,,Yes,$1300,09/06/2023,05/06/2024,"
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1112"
12,Northwestern University,Center for Talent Development,AP® Statistics ,Mathematics,"This is a three-week, 2-credit course within the CTD Academic Summer Camp for Grades 9-12, meeting in-person Monday-Friday from 9am – 3 pm CDT. Collecting, analyzing, and drawing conclusions from data are skills required in virtually every discipline. Explore theories of probability, descriptions of statistical measurements, probability distributions, and experimental and statistical inference. Develop research proposals, collect and analyze data, and complete a comprehensive statistical project. AP® Statistics is a full-year course taught in an accelerated format designed to prepare students for the AP® Statistics exam. It lays the foundation for advanced studies in data analytics, engineering, and the actuarial sciences.  
OFFERED: July 16 – August 4, 2023  ",Evanston,IL,,United States,No,Yes,Yes,Yes,No,No,Yes,0,07/11/2023,0,$2120,Yes,$2660,07/16/2023,08/04/2023,"
Requisite scores on above-grade-level test through CTD Assessment (formerly NUMATS) or similar program:

	
PSAT 8/9®, SCAT, or I-Excel test taken in grade 5 or 6 (if applying as a 7th or 8th grade student)
ACT® or SAT® test taken in grade 6, 7, 8 or 9, or


Requisite scores on ACT®, SAT®, PreACT®, or PSAT/NMSQT® test taken in grade 10 or 11, or
Successful completion, within the past two years, of a previous CTD Indigo Tier course with the same qualifying subject area criteria, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1088"
13,Northwestern University,Center for Talent Development,AP® U.S. History,Arts & Humanities,"This is a 2 credit equivalent, flexibly paced, asynchronous Advanced Placement course within the Online Advanced Placement (AP®) Program. Students can expect 6-8 hours of coursework per week and have 30-34 weeks to complete the course depending on start date.This is a college-level introductory course that examines the nation’s political, diplomatic, intellectual, cultural, social, and economic history from 1491 to the present. Emphasis is on interpreting documents, mastering a significant body of historical data, developing historical thinking skills, and writing critical essays. A variety of instructional approaches are employed, and a college-level textbook is supplemented by primary and secondary sources.  Key themes covered in this course include American and National Identity, Politics and Power, Work, Exchange, and Technology, Culture and Society, Migration and Settlement, Geography and the Environment, and America in the World. This course will prepare students to take the AP® US History exam.",Remote,Remote,,United States,No,Yes,Yes,Yes,No,No,Yes,0,09/01/2023,0,,Yes,$1300,09/06/2023,05/06/2024,"
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1110"
14,Northwestern University,Center for Talent Development,Biology Honors,Science,"This is a three-week, 2-credit course within the CTD Academic Summer Camp for Grades 9-12, meeting in-person Monday-Friday from 9am – 3 pm CDT. Biology comes alive in this fast-paced high school honors course, emphasizing the principles that apply to plants and animals through class discussion, text readings, demonstrations, and applying methods of scientific investigation in the lab. Biology Honors is a full-year course in an accelerated format designed for students who intend to accelerate in science and prepares students for AP® Biology.  ",Evanston,IL,,United States,No,Yes,Yes,Yes,No,No,Yes,0,07/11/2023,0,$2120 $175,Yes,$2660,07/16/2023,08/04/2023,"
Requisite scores on above-grade-level test through CTD Assessment (formerly NUMATS) or similar program:

	
PSAT 8/9®, SCAT, or I-Excel test taken in grade 5 or 6 (if applying as a 7th or 8th grade student)
ACT® or SAT® test taken in grade 6, 7, 8 or 9, or


Requisite scores on ACT®, SAT®, PreACT®, or PSAT/NMSQT® test taken in grade 10 or 11, or
Successful completion, within the past two years, of a previous CTD Indigo Tier course with the same qualifying subject area criteria, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1076"
15,Northwestern University,Center for Talent Development,Biology Honors,Science,"This is a 2 credit equivalent, flexibly paced, asynchronous Honors course within the Online Honors Program. Students can expect 6-8 hours of coursework per week and have 30-34 weeks to complete the course depending on start date.Biology Honors is an introductory course covering topics equivalent to a full year of high school Biology at the Honors level. This class introduces students to the fundamental concepts upon which modern biology is built. Student biologists learn about the nature of scientific inquiry, the limitations of science and the scientific method, the diversity and interrelations among organisms and environmental issues while exploring energy, matter, cells, and heredity.  Readings, problems and laboratory exercises facilitate this challenging course.  Among other things, students learn to identify major structures of plants and animals and how they work together to maintain life. ",Remote,Remote,,United States,No,Yes,Yes,Yes,No,No,Yes,0,09/01/2023,0,$25,Yes,$1285,09/06/2023,05/06/2024,"
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1123"
16,Northwestern University,Center for Talent Development,Chemistry Honors,Science,"This is a 2 credit equivalent, flexibly paced, asynchronous Honors course within the Online Honors Program. Students can expect 6-8 hours of coursework per week and have 30-34 weeks to complete the course depending on start date.Chemistry Honors is an introductory course covering topics equivalent to a full year of high school chemistry at the honors level. The content within Chemistry Honors is organized into five units: Introductory Concepts in Chemistry, Chemical Compositions and Reactions, Energy and Bonding, States of Matter, Reactions and Electrochemistry, and Advanced Chemistry Applications.  Using hands-on and virtual laboratory experiences, study key topics, analyze data, draw conclusions and report results. Scientific method, chemical foundations, compositions and reactions, modern atomic theory and electrochemistry are among the topics covered.",Remote,Remote,,United States,No,Yes,Yes,Yes,No,No,Yes,0,09/01/2023,0,$25,Yes,$1285,09/06/2023,05/06/2024,"
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1124"
17,Northwestern University,Center for Talent Development,Civic Leadership Institute,Leadership & Service,"This is a 3-week service-learning course with residential and commuter options through CTD's 9-12 Academic Summer Camp.CLI students explore the complex challenges that affect our communities and develop the knowledge, experience, and leadership skills they need to make a positive impact on the world through academic study and service-learning experiences. ",Evanston,IL,,United States,No,Yes,Yes,Yes,No,No,Yes,0,06/20/2023,0,$2120,No,$2775,06/25/2023,07/14/2023,"
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1089"
18,Northwestern University,Center for Talent Development,College Writing,English & Language Arts,"This is a three-week, 1-credit course within the CTD Academic Summer Camp for Grades 9-12, meeting in-person Monday-Friday from 9am – 3 pm CDT. Get ahead and practice a wide-range of skills required for college-level writing including grammar, paragraph structure, organization, rhetoric, and argumentation. This course prepares students to compose narrative, descriptive, and expository prose while focusing on the conventions of the writing process. Peer workshops and conferencing assist students as they hone new skills and compose a portfolio.  ",Evanston,IL,,United States,No,Yes,Yes,Yes,No,No,Yes,0,07/11/2023,0,$2120,Yes,$2660,07/16/2023,08/04/2023,"
Requisite scores on above-grade-level test through CTD Assessment (formerly NUMATS) or similar program:

	
PSAT 8/9®, SCAT, or I-Excel test taken in grade 5 or 6 (if applying as a 7th or 8th grade student)
ACT® or SAT® test taken in grade 6, 7, 8 or 9, or


Requisite scores on ACT®, SAT®, PreACT®, or PSAT/NMSQT® test taken in grade 10 or 11, or
Successful completion, within the past two years, of a previous CTD Indigo Tier course with the same qualifying subject area criteria, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1083"
19,Northwestern University,Center for Talent Development,CPU Architecture with Windy City Lab,Technology & Engineering,"This is a three-week, 1-credit course within the CTD Academic Summer Camp for Grades 9-12, meeting in-person Monday-Friday from 9am – 3 pm CDT. From microchip to motherboard, smart phone to server, every computer has a “brain,” or Central Processing Unit (CPU), and successful computer engineers master CPU architecture.  Expand basic digital electronics skills to design, build, and program your own CPU from the ground up.  Practice binary logic, registers, flip-flops, arithmetic logic units, memory, and microcode.  Create original assembly language and compete in teams to learn whose architecture is most efficient. ",Evanston,IL,,United States,No,Yes,Yes,Yes,No,No,Yes,0,07/11/2023,0,$2120,Yes,$3430,07/16/2023,08/04/2023,"
Requisite scores on above-grade-level test through CTD Assessment (formerly NUMATS) or similar program:

	
PSAT 8/9®, SCAT, or I-Excel test taken in grade 5 or 6 (if applying as a 7th or 8th grade student)
ACT® or SAT® test taken in grade 6, 7, 8 or 9, or


Requisite scores on ACT®, SAT®, PreACT®, or PSAT/NMSQT® test taken in grade 10 or 11, or
Successful completion, within the past two years, of a previous CTD Indigo Tier course with the same qualifying subject area criteria, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1086"
20,Northwestern University,Center for Talent Development,Creative Writing Master Class,English & Language Arts,"This is a three-week, 1-credit course within the CTD Academic Summer Camp for Grades 9-12, meeting in-person Monday-Friday from 9am – 3 pm CDT. Designed for students with considerable experience in creative writing, this course pairs adventurous reading with prodigious writing across genres, including poetry, fiction, and creative nonfiction. Advance skills in imagery, voice, setting, character, and narrative. Practice daily reading and writing, peer review and revision, and focus output in a preferred genre. Develop a portfolio of serious original work ready for publication.  ",Evanston,IL,,United States,No,Yes,Yes,Yes,No,No,Yes,0,07/11/2023,0,$2120,Yes,$2660,07/16/2023,08/04/2023,"
Requisite scores on above-grade-level test through CTD Assessment (formerly NUMATS) or similar program:

	
PSAT 8/9®, SCAT, or I-Excel test taken in grade 5 or 6 (if applying as a 7th or 8th grade student)
ACT® or SAT® test taken in grade 6, 7, 8 or 9, or


Requisite scores on ACT®, SAT®, PreACT®, or PSAT/NMSQT® test taken in grade 10 or 11, or
Successful completion, within the past two years, of a previous CTD Indigo Tier course with the same qualifying subject area criteria, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1082"
21,Northwestern University,Center for Talent Development,Dynamic Leadership: Skills & Strategies for Success (7-10),Leadership & Service,"A skill-building course in the Leadership Intensive series. This course is 2 weeks with live online class meetings on Mondays, Wednesdays, and Fridays from 10 a.m. – 12 p.m. CDT (UTC-05:00). Students should expect 6-7 hours of independent course work per week.Broadcasting executive Donald McGannon noted “Leadership is action, not position.” Learn how to build networks and consensus, tackle difficult decisions, use creative problem solving, and lead meaningful dialogue. Come away with skills and strategies to take your leadership capacity to the next level. ",Remote,Remote,,United States,No,Yes,Yes,Yes,No,No,Yes,0,07/19/2023,0,,No,$635,07/24/2023,08/04/2023,"
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1097"
22,Northwestern University,Center for Talent Development,Effective Essay Writing ,English & Language Arts,"This is a 1 credit equivalent, flexibly paced, asynchronous Honors course within the Online Honors Program. Students can expect 6-8 hours of coursework per week and have 14-18 weeks to complete the course depending on start date.This course is designed to help students effectively apply the correct structure and formatting of an effective essay. Writing is an essential skill that is utilized for various institutions, college/university admissions, various careers, and a simple representation of placing remarkable ideas in the form of writing. Through this course, students will be exposed to various forms of reading, writing styles, timed essays along with various techniques aimed to enhance their already creative minds. Students will explore a variety of expository, persuasive, compare & contrast, as well as narrative essays to name a few.",Remote,Remote,,United States,No,Yes,Yes,Yes,No,No,Yes,0,09/01/2023,0,,Yes,$785,09/06/2023,01/11/2024,"
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1104"
23,Northwestern University,Center for Talent Development,Espionage: Counterintelligence in History,Arts & Humanities,"This is a 1 credit equivalent, flexibly paced, asynchronous Honors course within the Online Honors Program. Students can expect 6-8 hours of coursework per week and have 14-18 weeks to complete the course depending on start date.Students will explore espionage- and counterintelligence-related topics spanning the Ancient World through today. Topics may include tactics used during the Roman Empire, spymasters during the American Revolution, development of technology during World War II, and counterintelligence used by businesses today. Through course materials, independent research, discussions, and writing assignments, students will study the impacts of intelligence/counterintelligence throughout history. Course materials will include readings, videos, and historical documents.",Remote,Remote,,United States,No,Yes,Yes,Yes,No,No,Yes,0,09/01/2023,0,,Yes,$785,09/06/2023,01/11/2024,"
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1106"
24,Northwestern University,Center for Talent Development,European Literature Honors: The Classics,English & Language Arts,"This is a 2 credit equivalent, flexibly paced, asynchronous Honors course within the Online Honors Program. Students can expect 6-8 hours of coursework per week and have 30-34 weeks to complete the course depending on start dateThis course introduces students to the development of various literary genres of the continental and island Europe. Through discussion and analysis of various literary genres and elements, this course seeks to enhance students’ awareness and appreciation of classical European literature. ",Remote,Remote,,United States,No,Yes,Yes,Yes,No,No,Yes,0,09/01/2023,0,,Yes,$1285,09/06/2023,05/06/2024,"
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1117"
